dataset,neg_sample,run,auc_inherent,ap_inherent,ap,au_roc_score,opt_thr_au_roc,acc_auroc_opt_thr,prec_auroc_opt_thr,rec_auroc_opt_thr,f1_auroc_opt_thr,au_pr_score,opt_thr_au_pr,acc_aupr_opt_thr,prec_aupr_opt_thr,rec_aupr_opt_thr,f1_aupr_opt_thr,acc_thr_0.5,prec_thr_0.5,rec_thr_0.5,f1_thr_0.5
wiki,rnd,0,0.9111225492215717,0.927183110885603,0.927183110885603,0.9111225492215717,0.7486746316013067,0.8677106928714193,0.9873486311460664,0.7455163224516987,0.8362878678268245,0.9414747106690619,0.7148962639028231,0.8716347435043306,0.984967262885224,0.7557378414390407,0.8430470216068899,0.5054921718854096,0.5027701287521218,0.9929430379746835,0.6675093245340946
wiki,rnd,1,0.9111225492215717,0.927183110885603,0.927183110885603,0.9111225492215717,0.7486746316013067,0.8677106928714193,0.9873486311460664,0.7455163224516987,0.8362878678268245,0.9414747106690619,0.7148962639028231,0.8716347435043306,0.984967262885224,0.7557378414390407,0.8430470216068899,0.5054921718854096,0.5027701287521218,0.9929430379746835,0.6675093245340946
wiki,rnd,2,0.9111225492215717,0.927183110885603,0.927183110885603,0.9111225492215717,0.7486746316013067,0.8677106928714193,0.9873486311460664,0.7455163224516987,0.8362878678268245,0.9414747106690619,0.7148962639028231,0.8716347435043306,0.984967262885224,0.7557378414390407,0.8430470216068899,0.5054921718854096,0.5027701287521218,0.9929430379746835,0.6675093245340946
wiki,rnd,0,0.9111225492215717,0.927183110885603,0.927183110885603,0.9111225492215717,0.7486746316013067,0.8677106928714193,0.9873486311460664,0.7455163224516987,0.8362878678268245,0.9414747106690619,0.7148962639028231,0.8716347435043306,0.984967262885224,0.7557378414390407,0.8430470216068899,0.5054921718854096,0.5027701287521218,0.9929430379746835,0.6675093245340946
wiki,rnd,1,0.9111225492215717,0.927183110885603,0.927183110885603,0.9111225492215717,0.7486746316013067,0.8677106928714193,0.9873486311460664,0.7455163224516987,0.8362878678268245,0.9414747106690619,0.7148962639028231,0.8716347435043306,0.984967262885224,0.7557378414390407,0.8430470216068899,0.5054921718854096,0.5027701287521218,0.9929430379746835,0.6675093245340946
wiki,rnd,2,0.9111225492215717,0.927183110885603,0.927183110885603,0.9111225492215717,0.7486746316013067,0.8677106928714193,0.9873486311460664,0.7455163224516987,0.8362878678268245,0.9414747106690619,0.7148962639028231,0.8716347435043306,0.984967262885224,0.7557378414390407,0.8430470216068899,0.5054921718854096,0.5027701287521218,0.9929430379746835,0.6675093245340946
wiki,induc_nre,0,0.4583671828430169,0.5008546760153907,0.5008546760153907,0.4583671828430169,inf,0.5395078281145902,0.6409778781117753,0.2346002664890073,0.30047080147569727,0.5016232697056547,0.8031183401275225,0.4898575949367089,0.3695463870068035,0.2674050632911392,0.18846548009061684,0.49723101265822783,0.498570984056067,0.9929430379746835,0.6638086052515221
wiki,induc_nre,1,0.45870681606998837,0.5010964936319817,0.5010964936319817,0.45870681606998837,inf,0.5396169220519653,0.6258751761775783,0.23706862091938702,0.304601569207457,0.5024497396501622,0.8063656169994204,0.4920361425716189,0.34535408391674155,0.25898734177215194,0.18201839316757554,0.4971044303797469,0.4985038112900612,0.9929430379746835,0.6637491094057889
wiki,induc_nre,2,0.4606042359917949,0.5027549575148409,0.5027549575148409,0.4606042359917949,inf,0.5410542971352432,0.6237010151294808,0.24279646902065288,0.3109747328967154,0.5046941722198736,0.8048580768850421,0.4913882411725516,0.3667944075977905,0.2632511658894071,0.18528019786536182,0.4971835443037975,0.4985457468323622,0.9929430379746835,0.6637867617904486
wiki,induc_nre,0,0.4583671828430169,0.5008546760153907,0.5008546760153907,0.4583671828430169,inf,0.5395078281145902,0.6409778781117753,0.2346002664890073,0.30047080147569727,0.5016232697056547,0.8031183401275225,0.4898575949367089,0.3695463870068035,0.2674050632911392,0.18846548009061684,0.49723101265822783,0.498570984056067,0.9929430379746835,0.6638086052515221
wiki,induc_nre,1,0.45870681606998837,0.5010964936319817,0.5010964936319817,0.45870681606998837,inf,0.5396169220519653,0.6258751761775783,0.23706862091938702,0.304601569207457,0.5024497396501622,0.8063656169994204,0.4920361425716189,0.34535408391674155,0.25898734177215194,0.18201839316757554,0.4971044303797469,0.4985038112900612,0.9929430379746835,0.6637491094057889
wiki,induc_nre,2,0.4606042359917949,0.5027549575148409,0.5027549575148409,0.4606042359917949,inf,0.5410542971352432,0.6237010151294808,0.24279646902065288,0.3109747328967154,0.5046941722198736,0.8048580768850421,0.4913882411725516,0.3667944075977905,0.2632511658894071,0.18528019786536182,0.4971835443037975,0.4985457468323622,0.9929430379746835,0.6637867617904486
wiki,hist_nre,0,0.5423882812773941,0.5479868639917155,0.5479868639917155,0.5423882812773941,inf,0.5632969686875416,0.6438133268730027,0.31776982011992005,0.3933477701953965,0.5575254150995005,0.7828187684191424,0.49840023317788135,0.4220408986763067,0.30525316455696205,0.2172879450496454,0.49829113924050633,0.4990971850370383,0.9929430379746835,0.6642754537869816
wiki,hist_nre,1,0.5442476682211859,0.548873658706705,0.548873658706705,0.5442476682211859,inf,0.562635742838108,0.638732686897423,0.33317621585609597,0.40296071760848956,0.5594217143290198,0.7834138279436539,0.4995519653564291,0.39438548310418126,0.30924050632911393,0.22159761490607824,0.49841772151898733,0.49916045071902704,0.9929430379746835,0.6643326188745889
wiki,hist_nre,2,0.5420687508766087,0.5481089728961819,0.5481089728961819,0.5420687508766087,inf,0.5608910726182545,0.6473363489824393,0.31707028647568286,0.39064610513859044,0.5565271300729034,0.8047679062357587,0.5000441372418387,0.3952465980488056,0.27280812791472353,0.19644894677981445,0.4986867088607595,0.49929588669183944,0.9929430379746835,0.6644512097500214
wiki,hist_nre,0,0.5423882812773941,0.5479868639917155,0.5479868639917155,0.5423882812773941,inf,0.5632969686875416,0.6438133268730027,0.31776982011992005,0.3933477701953965,0.5575254150995005,0.7828187684191424,0.49840023317788135,0.4220408986763067,0.30525316455696205,0.2172879450496454,0.49829113924050633,0.4990971850370383,0.9929430379746835,0.6642754537869816
wiki,hist_nre,1,0.5442476682211859,0.548873658706705,0.548873658706705,0.5442476682211859,inf,0.562635742838108,0.638732686897423,0.33317621585609597,0.40296071760848956,0.5594217143290198,0.7834138279436539,0.4995519653564291,0.39438548310418126,0.30924050632911393,0.22159761490607824,0.49841772151898733,0.49916045071902704,0.9929430379746835,0.6643326188745889
wiki,hist_nre,2,0.5420687508766087,0.5481089728961819,0.5481089728961819,0.5420687508766087,inf,0.5608910726182545,0.6473363489824393,0.31707028647568286,0.39064610513859044,0.5565271300729034,0.8047679062357587,0.5000441372418387,0.3952465980488056,0.27280812791472353,0.19644894677981445,0.4986867088607595,0.49929588669183944,0.9929430379746835,0.6644512097500214
uci,rnd,0,0.7788570475142529,0.7849008561615414,0.7849008561615414,0.7788570475142529,0.6696259114092242,0.7345840818363274,0.9339999522993061,0.5085508982035928,0.627608652647744,0.8375626838377048,0.6236391745000567,0.6885416666666667,0.8476060262522707,0.5495,0.5891163534699447,0.5212335329341317,0.5112292184815901,0.9689670658682634,0.6692443064528976
uci,rnd,1,0.7788570475142529,0.7849008561615414,0.7849008561615414,0.7788570475142529,0.6696259114092242,0.7345840818363274,0.9339999522993061,0.5085508982035928,0.627608652647744,0.8375626838377048,0.6236391745000567,0.6885416666666667,0.8476060262522707,0.5495,0.5891163534699447,0.5212335329341317,0.5112292184815901,0.9689670658682634,0.6692443064528976
uci,rnd,2,0.7788570475142529,0.7849008561615414,0.7849008561615414,0.7788570475142529,0.6696259114092242,0.7345840818363274,0.9339999522993061,0.5085508982035928,0.627608652647744,0.8375626838377048,0.6236391745000567,0.6885416666666667,0.8476060262522707,0.5495,0.5891163534699447,0.5212335329341317,0.5112292184815901,0.9689670658682634,0.6692443064528976
uci,rnd,0,0.7788570475142529,0.7849008561615414,0.7849008561615414,0.7788570475142529,0.6696259114092242,0.7345840818363274,0.9339999522993061,0.5085508982035928,0.627608652647744,0.8375626838377048,0.6236391745000567,0.6885416666666667,0.8476060262522707,0.5495,0.5891163534699447,0.5212335329341317,0.5112292184815901,0.9689670658682634,0.6692443064528976
uci,rnd,1,0.7788570475142529,0.7849008561615414,0.7849008561615414,0.7788570475142529,0.6696259114092242,0.7345840818363274,0.9339999522993061,0.5085508982035928,0.627608652647744,0.8375626838377048,0.6236391745000567,0.6885416666666667,0.8476060262522707,0.5495,0.5891163534699447,0.5212335329341317,0.5112292184815901,0.9689670658682634,0.6692443064528976
uci,rnd,2,0.7788570475142529,0.7849008561615414,0.7849008561615414,0.7788570475142529,0.6696259114092242,0.7345840818363274,0.9339999522993061,0.5085508982035928,0.627608652647744,0.8375626838377048,0.6236391745000567,0.6885416666666667,0.8476060262522707,0.5495,0.5891163534699447,0.5212335329341317,0.5112292184815901,0.9689670658682634,0.6692443064528976
uci,induc_nre,0,0.2983994826589336,0.4291771502866153,0.4291771502866153,0.2983994826589336,inf,0.5082083333333334,0.7780299136875748,0.05091666666666666,0.06907914152029893,0.4056957103727473,0.8611067200530872,0.49369236526946103,0.21322237535074542,0.14033333333333334,0.09868065812529057,0.4872751996007984,0.49344126430119223,0.9689670658682634,0.653828868700158
uci,induc_nre,1,0.3006714008958132,0.4305191511606905,0.4305191511606905,0.3006714008958132,inf,0.5085833333333334,0.7831817614296139,0.05475,0.0747793980666583,0.4108805945163078,0.8128102693524851,0.4921506986027944,0.22959821603422045,0.2019166666666667,0.14107665213980408,0.4869835329341317,0.4932738491610343,0.9689670658682634,0.6536876133405431
uci,induc_nre,2,0.3001455019676217,0.43017460073896596,0.43017460073896596,0.3001455019676217,inf,0.5090833333333333,0.8214223327365551,0.04883333333333333,0.06492898674479398,0.40893736116564144,0.8213418415949444,0.4919253992015967,0.18735869723626822,0.18583333333333335,0.13002674340508835,0.4876918662674651,0.4936697324742943,0.9689670658682634,0.6540216624028877
uci,induc_nre,0,0.2983994826589336,0.4291771502866153,0.4291771502866153,0.2983994826589336,inf,0.5082083333333334,0.7780299136875748,0.05091666666666666,0.06907914152029893,0.4056957103727473,0.8611067200530872,0.49369236526946103,0.21322237535074542,0.14033333333333334,0.09868065812529057,0.4872751996007984,0.49344126430119223,0.9689670658682634,0.653828868700158
uci,induc_nre,1,0.3006714008958132,0.4305191511606905,0.4305191511606905,0.3006714008958132,inf,0.5085833333333334,0.7831817614296139,0.05475,0.0747793980666583,0.4108805945163078,0.8128102693524851,0.4921506986027944,0.22959821603422045,0.2019166666666667,0.14107665213980408,0.4869835329341317,0.4932738491610343,0.9689670658682634,0.6536876133405431
uci,induc_nre,2,0.3001455019676217,0.43017460073896596,0.43017460073896596,0.3001455019676217,inf,0.5090833333333333,0.8214223327365551,0.04883333333333333,0.06492898674479398,0.40893736116564144,0.8213418415949444,0.4919253992015967,0.18735869723626822,0.18583333333333335,0.13002674340508835,0.4876918662674651,0.4936697324742943,0.9689670658682634,0.6540216624028877
uci,hist_nre,0,0.34509662073308484,0.43947706111944934,0.43947706111944934,0.34509662073308484,inf,0.5047083333333333,0.7839151121918805,0.03241666666666666,0.05573964089646233,0.42198633687821346,0.855044840213056,0.4889171656686626,0.20731748332157926,0.146,0.09819730254687682,0.48520009980039913,0.4923253886248685,0.9689670658682634,0.6528699752269751
uci,hist_nre,1,0.3467964168668651,0.4410142881609878,0.4410142881609878,0.3467964168668651,inf,0.5018333333333334,0.7259630655535255,0.04583333333333333,0.06946794417398557,0.4272561388742016,0.8581445022716107,0.49064246506986026,0.19915263861649618,0.16283333333333333,0.10949413096197325,0.48519186626746513,0.49232147003386384,0.9689670658682634,0.6528651592582464
uci,hist_nre,2,0.34780876744265965,0.44228222305825055,0.44228222305825055,0.34780876744265965,inf,0.4985416666666667,0.7426830404972506,0.06366666666666668,0.08398479699413854,0.42741925053610236,0.8657820630730034,0.489509231536926,0.2567583739815278,0.14375,0.09719026738563656,0.4855668662674651,0.4925094479844806,0.9689670658682634,0.6530325481547542
uci,hist_nre,0,0.34509662073308484,0.43947706111944934,0.43947706111944934,0.34509662073308484,inf,0.5047083333333333,0.7839151121918805,0.03241666666666666,0.05573964089646233,0.42198633687821346,0.855044840213056,0.4889171656686626,0.20731748332157926,0.146,0.09819730254687682,0.48520009980039913,0.4923253886248685,0.9689670658682634,0.6528699752269751
uci,hist_nre,1,0.3467964168668651,0.4410142881609878,0.4410142881609878,0.3467964168668651,inf,0.5018333333333334,0.7259630655535255,0.04583333333333333,0.06946794417398557,0.4272561388742016,0.8581445022716107,0.49064246506986026,0.19915263861649618,0.16283333333333333,0.10949413096197325,0.48519186626746513,0.49232147003386384,0.9689670658682634,0.6528651592582464
uci,hist_nre,2,0.34780876744265965,0.44228222305825055,0.44228222305825055,0.34780876744265965,inf,0.4985416666666667,0.7426830404972506,0.06366666666666668,0.08398479699413854,0.42741925053610236,0.8657820630730034,0.489509231536926,0.2567583739815278,0.14375,0.09719026738563656,0.4855668662674651,0.4925094479844806,0.9689670658682634,0.6530325481547542
