dataset,neg_sample,run,auc_inherent,ap_inherent,ap,au_roc_score,opt_thr_au_roc,acc_auroc_opt_thr,prec_auroc_opt_thr,rec_auroc_opt_thr,f1_auroc_opt_thr,au_pr_score,opt_thr_au_pr,acc_aupr_opt_thr,prec_aupr_opt_thr,rec_aupr_opt_thr,f1_aupr_opt_thr,acc_thr_0.5,prec_thr_0.5,rec_thr_0.5,f1_thr_0.5
mooc,rnd,0,0.6148899146432113,0.5939002959044444,0.5939002959044444,0.6148899146432113,0.589985843054517,0.5988571463478204,0.6005714477308687,0.656056151039291,0.6047603742549604,0.5924936808289901,0.7079639478466595,0.5509870007167524,0.5772527924129427,0.5180339805825243,0.411217001814004,0.5374635922330098,0.5198256288252567,0.9985558252427184,0.6836226943060622
mooc,rnd,1,0.6148899146432113,0.5939002959044444,0.5939002959044444,0.6148899146432113,0.589985843054517,0.5988571463478204,0.6005714477308687,0.656056151039291,0.6047603742549604,0.5924936808289901,0.7079639478466595,0.5509870007167524,0.5772527924129427,0.5180339805825243,0.411217001814004,0.5374635922330098,0.5198256288252567,0.9985558252427184,0.6836226943060622
mooc,rnd,2,0.6148899146432113,0.5939002959044444,0.5939002959044444,0.6148899146432113,0.589985843054517,0.5988571463478204,0.6005714477308687,0.656056151039291,0.6047603742549604,0.5924936808289901,0.7079639478466595,0.5509870007167524,0.5772527924129427,0.5180339805825243,0.411217001814004,0.5374635922330098,0.5198256288252567,0.9985558252427184,0.6836226943060622
mooc,rnd,0,0.6148899146432113,0.5939002959044444,0.5939002959044444,0.6148899146432113,0.589985843054517,0.5988571463478204,0.6005714477308687,0.656056151039291,0.6047603742549604,0.5924936808289901,0.7079639478466595,0.5509870007167524,0.5772527924129427,0.5180339805825243,0.411217001814004,0.5374635922330098,0.5198256288252567,0.9985558252427184,0.6836226943060622
mooc,rnd,1,0.6148899146432113,0.5939002959044444,0.5939002959044444,0.6148899146432113,0.589985843054517,0.5988571463478204,0.6005714477308687,0.656056151039291,0.6047603742549604,0.5924936808289901,0.7079639478466595,0.5509870007167524,0.5772527924129427,0.5180339805825243,0.411217001814004,0.5374635922330098,0.5198256288252567,0.9985558252427184,0.6836226943060622
mooc,rnd,2,0.6148899146432113,0.5939002959044444,0.5939002959044444,0.6148899146432113,0.589985843054517,0.5988571463478204,0.6005714477308687,0.656056151039291,0.6047603742549604,0.5924936808289901,0.7079639478466595,0.5509870007167524,0.5772527924129427,0.5180339805825243,0.411217001814004,0.5374635922330098,0.5198256288252567,0.9985558252427184,0.6836226943060622
mooc,induc_nre,0,0.2404956811646506,0.3927184399677244,0.3927184399677244,0.2404956811646506,inf,0.5023483009708738,0.8824561755215781,0.023470873786407772,0.033212720001617686,0.38179580464958496,0.8325742874793506,0.4691718658369714,0.42256552236465633,0.3263834951456311,0.22759960970385198,0.4995206310679612,0.49976253685553135,0.9985558252427184,0.6661323685087529
mooc,induc_nre,1,0.24135157393499507,0.39295241020289,0.39295241020289,0.24135157393499507,inf,0.5019478155339806,0.881939633512656,0.022524271844660198,0.03174894475369077,0.3822472193882273,0.8361694648080464,0.46962663712777747,0.4386299939765512,0.32503640776699033,0.22649456325695913,0.49955703883495145,0.49978333537471686,0.9985558252427184,0.6661500464420943
mooc,induc_nre,2,0.2408795498338656,0.39288497437730024,0.39288497437730024,0.2408795498338656,inf,0.5022269417475729,0.8700031639545343,0.024223300970873787,0.03520523768958842,0.3821618109943567,0.830783592709499,0.4686602430442432,0.4415404731375606,0.33018203883495145,0.23021122591992585,0.49961771844660186,0.4998172089443024,0.9985558252427184,0.6661790360183515
mooc,induc_nre,0,0.2404956811646506,0.3927184399677244,0.3927184399677244,0.2404956811646506,inf,0.5023483009708738,0.8824561755215781,0.023470873786407772,0.033212720001617686,0.38179580464958496,0.8325742874793506,0.4691718658369714,0.42256552236465633,0.3263834951456311,0.22759960970385198,0.4995206310679612,0.49976253685553135,0.9985558252427184,0.6661323685087529
mooc,induc_nre,1,0.24135157393499507,0.39295241020289,0.39295241020289,0.24135157393499507,inf,0.5019478155339806,0.881939633512656,0.022524271844660198,0.03174894475369077,0.3822472193882273,0.8361694648080464,0.46962663712777747,0.4386299939765512,0.32503640776699033,0.22649456325695913,0.49955703883495145,0.49978333537471686,0.9985558252427184,0.6661500464420943
mooc,induc_nre,2,0.2408795498338656,0.39288497437730024,0.39288497437730024,0.2408795498338656,inf,0.5022269417475729,0.8700031639545343,0.024223300970873787,0.03520523768958842,0.3821618109943567,0.830783592709499,0.4686602430442432,0.4415404731375606,0.33018203883495145,0.23021122591992585,0.49961771844660186,0.4998172089443024,0.9985558252427184,0.6661790360183515
mooc,hist_nre,0,0.3445158834766693,0.4417654425709517,0.4417654425709517,0.3445158834766693,inf,0.5130521844660194,0.7220302083093788,0.10891990291262135,0.14658678043790227,0.4331203985451401,0.7875543957496576,0.48058570078842766,0.4959052944529384,0.403495145631068,0.28569298299604134,0.4992779126213592,0.4996362525936852,0.9985558252427184,0.6660216172575174
mooc,hist_nre,1,0.34713156187232225,0.4433330308914614,0.4433330308914614,0.34713156187232225,inf,0.5127305825242718,0.7055753978875449,0.1146723300970874,0.1524606643962693,0.43506517050712695,0.7791267959122276,0.47970600931778196,0.49282454086872285,0.4107402912621359,0.29097296463167344,0.4992779126213592,0.4996362525936852,0.9985558252427184,0.6660216172575174
mooc,hist_nre,2,0.3459955759544965,0.44236732181833155,0.44236732181833155,0.3459955759544965,inf,0.5118932038834951,0.7151602647100581,0.11656553398058254,0.1501388426912181,0.4340431451885857,0.7840439518646953,0.47955431028865575,0.4735043559995213,0.40691747572815534,0.288080644698849,0.4992779126213592,0.4996362525936852,0.9985558252427184,0.6660216172575174
mooc,hist_nre,0,0.3445158834766693,0.4417654425709517,0.4417654425709517,0.3445158834766693,inf,0.5130521844660194,0.7220302083093788,0.10891990291262135,0.14658678043790227,0.4331203985451401,0.7875543957496576,0.48058570078842766,0.4959052944529384,0.403495145631068,0.28569298299604134,0.4992779126213592,0.4996362525936852,0.9985558252427184,0.6660216172575174
mooc,hist_nre,1,0.34713156187232225,0.4433330308914614,0.4433330308914614,0.34713156187232225,inf,0.5127305825242718,0.7055753978875449,0.1146723300970874,0.1524606643962693,0.43506517050712695,0.7791267959122276,0.47970600931778196,0.49282454086872285,0.4107402912621359,0.29097296463167344,0.4992779126213592,0.4996362525936852,0.9985558252427184,0.6660216172575174
mooc,hist_nre,2,0.3459955759544965,0.44236732181833155,0.44236732181833155,0.3459955759544965,inf,0.5118932038834951,0.7151602647100581,0.11656553398058254,0.1501388426912181,0.4340431451885857,0.7840439518646953,0.47955431028865575,0.4735043559995213,0.40691747572815534,0.288080644698849,0.4992779126213592,0.4996362525936852,0.9985558252427184,0.6660216172575174
USLegis,rnd,0,0.5151395,0.5233610475523233,0.5233610475523233,0.5151395,1.9837160088709251,0.5711499999999999,0.5902600602996153,0.5347,0.5357164638265758,0.5090757235937989,2.2462914592959495,0.48039999999999994,0.0799453449910775,0.036500000000000005,0.025793944388772864,0.51255,0.5064356768470671,0.9899000000000001,0.6699508042557691
USLegis,rnd,1,0.5151395,0.5233610475523233,0.5233610475523233,0.5151395,1.9837160088709251,0.5711499999999999,0.5902600602996153,0.5347,0.5357164638265758,0.5090757235937989,2.2462914592959495,0.48039999999999994,0.0799453449910775,0.036500000000000005,0.025793944388772864,0.51255,0.5064356768470671,0.9899000000000001,0.6699508042557691
USLegis,rnd,2,0.5151395,0.5233610475523233,0.5233610475523233,0.5151395,1.9837160088709251,0.5711499999999999,0.5902600602996153,0.5347,0.5357164638265758,0.5090757235937989,2.2462914592959495,0.48039999999999994,0.0799453449910775,0.036500000000000005,0.025793944388772864,0.51255,0.5064356768470671,0.9899000000000001,0.6699508042557691
USLegis,rnd,0,0.5151395,0.5233610475523233,0.5233610475523233,0.5151395,1.9837160088709251,0.5711499999999999,0.5902600602996153,0.5347,0.5357164638265758,0.5090757235937989,2.2462914592959495,0.48039999999999994,0.0799453449910775,0.036500000000000005,0.025793944388772864,0.51255,0.5064356768470671,0.9899000000000001,0.6699508042557691
USLegis,rnd,1,0.5151395,0.5233610475523233,0.5233610475523233,0.5151395,1.9837160088709251,0.5711499999999999,0.5902600602996153,0.5347,0.5357164638265758,0.5090757235937989,2.2462914592959495,0.48039999999999994,0.0799453449910775,0.036500000000000005,0.025793944388772864,0.51255,0.5064356768470671,0.9899000000000001,0.6699508042557691
USLegis,rnd,2,0.5151395,0.5233610475523233,0.5233610475523233,0.5151395,1.9837160088709251,0.5711499999999999,0.5902600602996153,0.5347,0.5357164638265758,0.5090757235937989,2.2462914592959495,0.48039999999999994,0.0799453449910775,0.036500000000000005,0.025793944388772864,0.51255,0.5064356768470671,0.9899000000000001,0.6699508042557691
USLegis,induc_nre,0,0.44598475,0.47367619579327774,0.47367619579327774,0.44598475,inf,0.5371,0.5989353176418912,0.5337,0.4737893479471857,0.45796026510793925,2.3231695430130106,0.4586500000000001,0.02,0.0,0.0,0.5093,0.5047715866443023,0.9899000000000001,0.6684996157945439
USLegis,induc_nre,1,0.45450075000000006,0.47860357481340154,0.47860357481340154,0.45450075000000006,inf,0.54055,0.6056778973925736,0.5264,0.479082357951784,0.46273231085284844,2.2836218629517497,0.46,0.02991735537190083,0.018000000000000002,0.012788632326820603,0.5098,0.50501838157218,0.9899000000000001,0.6687276336872273
USLegis,induc_nre,2,0.44336075,0.4725896105686027,0.4725896105686027,0.44336075,inf,0.5379,0.6389002181548628,0.47700000000000004,0.44214292361560936,0.4568550885022139,2.282173215133942,0.45904999999999996,0.009972299168975069,0.018000000000000002,0.012834224598930482,0.5115500000000001,0.5059378054977515,0.9899000000000001,0.6695354089444561
USLegis,induc_nre,0,0.44598475,0.47367619579327774,0.47367619579327774,0.44598475,inf,0.5371,0.5989353176418912,0.5337,0.4737893479471857,0.45796026510793925,2.3231695430130106,0.4586500000000001,0.02,0.0,0.0,0.5093,0.5047715866443023,0.9899000000000001,0.6684996157945439
USLegis,induc_nre,1,0.45450075000000006,0.47860357481340154,0.47860357481340154,0.45450075000000006,inf,0.54055,0.6056778973925736,0.5264,0.479082357951784,0.46273231085284844,2.2836218629517497,0.46,0.02991735537190083,0.018000000000000002,0.012788632326820603,0.5098,0.50501838157218,0.9899000000000001,0.6687276336872273
USLegis,induc_nre,2,0.44336075,0.4725896105686027,0.4725896105686027,0.44336075,inf,0.5379,0.6389002181548628,0.47700000000000004,0.44214292361560936,0.4568550885022139,2.282173215133942,0.45904999999999996,0.009972299168975069,0.018000000000000002,0.012834224598930482,0.5115500000000001,0.5059378054977515,0.9899000000000001,0.6695354089444561
